signal	P(dit) 	P(dah)	P(spc)	P(chrspc)	P(wrdspc)	P(pause)
0.590035	0.093069	0.906931	0.000000	0.000000	0.000000	0.000000
0.611203	0.054549	0.945451	0.000000	0.000000	0.000000	0.000000
0.640067	0.031487	0.968513	0.000000	0.000000	0.000000	0.000000
0.630580	0.018070	0.981930	0.000000	0.000000	0.000000	0.000000
0.612728	0.010405	0.989595	0.000000	0.000000	0.000000	0.000000
0.642128	0.006096	0.993904	0.000000	0.000000	0.000000	0.000000
0.686340	0.003742	0.996258	0.000000	0.000000	0.000000	0.000000
0.654961	0.002628	0.997373	0.000000	0.000000	0.000000	0.000000
0.652178	0.001029	0.087651	0.528586	0.368001	0.000051	0.014682
0.310893	0.000006	0.000021	0.587131	0.405376	0.000104	0.007361
0.139876	0.000048	0.000039	0.543980	0.448397	0.000060	0.007476
0.136633	0.000667	0.000546	0.499545	0.489835	0.000075	0.009332
0.153325	0.549899	0.450004	0.000010	0.000085	0.000000	0.000002
0.452972	0.551166	0.448834	0.000000	0.000000	0.000000	0.000000
0.638092	0.538719	0.461281	0.000000	0.000000	0.000000	0.000000
0.710711	0.429403	0.570597	0.000000	0.000000	0.000000	0.000000
0.635413	0.095661	0.904339	0.000000	0.000000	0.000000	0.000000
0.657618	0.056136	0.943864	0.000000	0.000000	0.000000	0.000000
0.653782	0.032425	0.967575	0.000000	0.000000	0.000000	0.000000
0.674452	0.018615	0.981385	0.000000	0.000000	0.000000	0.000000
0.685726	0.010723	0.989277	0.000000	0.000000	0.000000	0.000000
0.623446	0.006285	0.993715	0.000000	0.000000	0.000000	0.000000
0.609569	0.003860	0.996140	0.000000	0.000000	0.000000	0.000000
0.633406	0.002716	0.997284	0.000000	0.000000	0.000000	0.000000
0.574814	0.003079	0.262399	0.426039	0.296606	0.000043	0.011834
0.328631	0.000076	0.000976	0.573645	0.415961	0.000220	0.009122
0.187647	0.000202	0.000167	0.548245	0.444519	0.000117	0.006750
0.166400	0.000368	0.000302	0.505263	0.485720	0.000142	0.008205
0.135980	0.005816	0.004761	0.184413	0.791397	0.000232	0.013381
0.148737	0.006919	0.005816	0.064345	0.907278	0.000272	0.015369
0.193141	0.005397	0.005097	0.037568	0.935721	0.000301	0.015916
0.163144	0.003656	0.004722	0.022212	0.952699	0.000365	0.016346
0.132985	0.000969	0.010273	0.015321	0.956068	0.000646	0.016724
0.152646	0.001193	0.016602	0.007208	0.957370	0.000301	0.017326
0.134207	0.024592	0.150885	0.003730	0.804699	0.000275	0.015819
0.213361	0.031996	0.584120	0.001654	0.373040	0.000157	0.009033
0.205896	0.263726	0.736011	0.000018	0.000222	0.000000	0.000022
0.380645	0.507458	0.492542	0.000000	0.000000	0.000000	0.000000O
0.710394	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.653099	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.695715	0.076521	0.923478	0.000000	0.000000	0.000000	0.000000
0.638012	0.044523	0.955477	0.000000	0.000000	0.000000	0.000000
0.617632	0.025588	0.974411	0.000000	0.000000	0.000000	0.000000
0.684704	0.014648	0.985352	0.000000	0.000000	0.000000	0.000000
0.639692	0.008424	0.991576	0.000000	0.000000	0.000000	0.000000
0.572904	0.004931	0.995069	0.000000	0.000000	0.000000	0.000000
0.622489	0.003021	0.996979	0.000000	0.000000	0.000000	0.000000
0.636849	0.002103	0.997897	0.000000	0.000000	0.000000	0.000000
0.693466	0.004248	0.976812	0.017694	0.001189	0.000000	0.000057
0.395972	0.000000	0.000011	0.934168	0.062763	0.000021	0.003037
0.117229	0.000144	0.000118	0.974023	0.024514	0.000015	0.001186
0.175476	0.000210	0.000172	0.968426	0.029735	0.000018	0.001439
0.141826	0.529001	0.432848	0.036454	0.001617	0.000001	0.000078
0.355279	0.557691	0.442309	0.000000	0.000000	0.000000	0.000000
0.616363	0.531725	0.468275	0.000000	0.000000	0.000000	0.000000
0.697962	0.468020	0.531980	0.000000	0.000000	0.000000	0.000000
0.637236	0.079300	0.920632	0.000040	0.000023	0.000005	0.000001
0.454952	0.000631	0.012662	0.574107	0.332825	0.065530	0.014246
0.118609	0.000663	0.001005	0.589922	0.357212	0.042055	0.009143
0.184373	0.000856	0.000715	0.594722	0.345872	0.047507	0.010328
0.149998	0.535319	0.438175	0.012710	0.011818	0.001624	0.000353
0.361592	0.538026	0.461974	0.000000	0.000000	0.000000	0.000000
0.661127	0.547872	0.452128	0.000000	0.000000	0.000000	0.000000
0.617250	0.431140	0.568860	0.000000	0.000000	0.000000	0.000000
0.684008	0.222933	0.777017	0.000029	0.000017	0.000003	0.000001
0.446375	0.001332	0.008256	0.575702	0.332766	0.067311	0.014633
0.128532	0.000145	0.000213	0.622490	0.323116	0.044386	0.009649
0.142614	0.001473	0.001212	0.557072	0.377174	0.051807	0.011262
0.162662	0.365052	0.299037	0.161080	0.149775	0.020581	0.004474
0.292941	0.545889	0.454111	0.000000	0.000000	0.000000	0.000000
0.702391	0.559399	0.440601	0.000000	0.000000	0.000000	0.000000
0.654844	0.534127	0.465873	0.000000	0.000000	0.000000	0.000000
0.556737	0.410729	0.589271	0.000000	0.000000	0.000000	0.000000
0.666631	0.109424	0.890576	0.000000	0.000000	0.000000	0.000000
0.673628	0.066291	0.933709	0.000000	0.000000	0.000000	0.000000
0.669493	0.039195	0.960805	0.000000	0.000000	0.000000	0.000000
0.675388	0.024805	0.975195	0.000000	0.000000	0.000000	0.000000
0.603435	0.014328	0.985673	0.000000	0.000000	0.000000	0.000000
0.629614	0.008416	0.991584	0.000000	0.000000	0.000000	0.000000
0.671261	0.005182	0.994818	0.000000	0.000000	0.000000	0.000000
0.653583	0.003676	0.996324	0.000000	0.000000	0.000000	0.000000
0.571208	0.000000	0.000015	0.580014	0.403775	0.000085	0.016110
0.156238	0.000015	0.000012	0.585787	0.406886	0.000085	0.007215
0.157901	0.000081	0.000066	0.572179	0.419211	0.000098	0.008365
0.147300	0.001067	0.000874	0.463376	0.524097	0.000123	0.010463
0.165645	0.008084	0.006621	0.108656	0.859265	0.000203	0.017171
0.157134	0.001580	0.001341	0.065024	0.913538	0.000224	0.018294
0.149152	0.000929	0.000866	0.037787	0.941258	0.000231	0.018929
0.129658	0.001449	0.001681	0.021783	0.955460	0.000241	0.019386
0.150992	0.001207	0.004695	0.013276	0.960626	0.000331	0.019866
0.165199	0.001702	0.009938	0.007286	0.960176	0.000244	0.020654
0.149905	0.013692	0.063148	0.004213	0.897570	0.000250	0.021126
0.192498	0.006258	0.098414	0.003291	0.866070	0.000303	0.025665
0.124961	0.076261	0.471359	0.008519	0.363112	0.000942	0.079806
0.116062	0.044813	0.741528	0.009394	0.148500	0.000658	0.055107
0.148799	0.019194	0.908467	0.014062	0.038260	0.000236	0.019781
0.168757	0.013534	0.892106	0.047423	0.037502	0.000118	0.009317
0.153107	0.002985	0.127846	0.505346	0.345540	0.000193	0.018090
0.223116	0.023271	0.205797	0.463158	0.301688	0.000067	0.006019
0.121202	0.062842	0.506321	0.234136	0.192803	0.000050	0.003848
0.169901	0.048586	0.528495	0.198801	0.219640	0.000095	0.004384
0.089429	0.143340	0.731122	0.018066	0.105298	0.000071	0.002104
0.146543	0.090327	0.827623	0.020108	0.060423	0.000297	0.001222
0.136403	0.074757	0.852073	0.048592	0.023273	0.000414	0.000892
0.121610	0.033017	0.865319	0.085533	0.015132	0.000366	0.000633
0.147257	0.001006	0.048809	0.871539	0.072767	0.002439	0.003441
0.113248	0.054614	0.164987	0.754496	0.023758	0.000997	0.001148
0.145841	0.164771	0.480215	0.341634	0.012266	0.000527	0.000588
0.202609	0.179502	0.688625	0.123562	0.007521	0.000464	0.000326
0.158075	0.194489	0.788812	0.010562	0.005392	0.000533	0.000211
0.165983	0.104270	0.842749	0.030760	0.018725	0.002702	0.000793
0.139194	0.026993	0.917701	0.032042	0.020471	0.001931	0.000862
0.147593	0.015202	0.953586	0.018021	0.012538	0.000152	0.000501
0.213708	0.000334	0.102793	0.520090	0.361310	0.001038	0.014435
0.151394	0.041261	0.361650	0.358465	0.233645	0.000323	0.004656
0.175702	0.040418	0.513987	0.254942	0.186651	0.000279	0.003722
0.126061	0.056540	0.785566	0.074288	0.081770	0.000147	0.001688
0.166652	0.056960	0.867574	0.023753	0.050252	0.000192	0.001269
0.142421	0.013315	0.927424	0.030862	0.027004	0.000405	0.000990
0.187198	0.028777	0.027944	0.546915	0.381000	0.000163	0.015201
0.176561	0.063682	0.071824	0.519082	0.337966	0.000639	0.006807
0.125475	0.512615	0.487363	0.000013	0.000009	0.000000	0.000000
0.641629	0.534600	0.465400	0.000000	0.000000	0.000000	0.000000X
0.632398	0.535256	0.464744	0.000000	0.000000	0.000000	0.000000
0.659104	0.429795	0.570205	0.000000	0.000000	0.000000	0.000000
0.661145	0.123659	0.876341	0.000000	0.000000	0.000000	0.000000
0.625839	0.074096	0.925904	0.000000	0.000000	0.000000	0.000000
0.614589	0.043600	0.956400	0.000000	0.000000	0.000000	0.000000
0.659070	0.025177	0.974823	0.000000	0.000000	0.000000	0.000000
0.575656	0.014666	0.985334	0.000000	0.000000	0.000000	0.000000
0.673314	0.008654	0.991346	0.000000	0.000000	0.000000	0.000000
0.645964	0.005347	0.994653	0.000000	0.000000	0.000000	0.000000
0.640045	0.003824	0.996176	0.000000	0.000000	0.000000	0.000000
0.709815	0.000000	0.000024	0.580008	0.403767	0.000090	0.016110
0.142348	0.000165	0.000136	0.585624	0.406772	0.000090	0.007213
0.187856	0.005139	0.004206	0.566913	0.415352	0.000103	0.008288
0.223653	0.001178	0.000969	0.463285	0.523972	0.000135	0.010461
0.147822	0.549962	0.450038	0.000000	0.000000	0.000000	0.000000
0.628688	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.663762	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.636827	0.429359	0.570642	0.000000	0.000000	0.000000	0.000000
0.672285	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.703067	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.724239	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.611635	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.595138	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.663827	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.592494	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.661190	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.655311	0.000000	0.000005	0.580019	0.403805	0.000060	0.016111
0.152011	0.000009	0.000007	0.585809	0.406901	0.000058	0.007215
0.155153	0.000063	0.000052	0.572216	0.419237	0.000067	0.008365
0.148512	0.000530	0.000434	0.463848	0.524631	0.000084	0.010473
0.154509	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.648029	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.676046	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.723193	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.694436	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.651193	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.676023	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.688788	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.701737	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.639595	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.643112	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.646955	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.590444	0.000000	0.000004	0.580020	0.403805	0.000060	0.016111
0.157982	0.000001	0.000001	0.585818	0.406907	0.000058	0.007216
0.123380	0.000020	0.000017	0.572260	0.419270	0.000067	0.008366
0.131635	0.000984	0.000805	0.463465	0.524198	0.000084	0.010465
0.176818	0.549960	0.450040	0.000000	0.000000	0.000000	0.000000
0.608025	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.668541	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.629426	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.733868	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.710740	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.656629	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.652849	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.722684	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.675604	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.643378	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.662865	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.681716	0.000000	0.000021	0.580010	0.403798	0.000060	0.016110
0.191602	0.000001	0.000001	0.585818	0.406907	0.000058	0.007216
0.127074	0.000022	0.000018	0.572259	0.419269	0.000067	0.008366
0.140978	0.001494	0.001222	0.463035	0.523711	0.000083	0.010455
0.192746	0.549959	0.450041	0.000000	0.000000	0.000000	0.000000
0.633587	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.657807	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.653578	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.690350	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.640178	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.648321	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.637555	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.633775	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.605245	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.641665	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.629722	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.633600	0.000002	0.000154	0.579932	0.403744	0.000060	0.016108
0.204926	0.000105	0.000087	0.585706	0.406830	0.000058	0.007215
0.199916	0.000257	0.000210	0.572014	0.419089	0.000067	0.008362
0.176343	0.003294	0.002697	0.461515	0.521991	0.000083	0.010421
0.195412	0.004506	0.003696	0.109401	0.864969	0.000142	0.017285
0.143542	0.000906	0.000766	0.065081	0.914778	0.000151	0.018318
0.142868	0.002722	0.002450	0.037628	0.938179	0.000155	0.018867
0.181225	0.006048	0.007209	0.021658	0.945719	0.000177	0.019190
0.190753	0.000937	0.014118	0.016062	0.948618	0.000605	0.019659
0.160024	0.004632	0.067698	0.006849	0.901236	0.000198	0.019386
0.187199	0.003779	0.156104	0.003986	0.816714	0.000197	0.019220
0.153697	0.006094	0.305689	0.003060	0.665253	0.000202	0.019702
0.139426	0.499806	0.500194	0.000000	0.000000	0.000000	0.000000
0.600448	0.487241	0.512759	0.000000	0.000000	0.000000	0.000000T
0.637322	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.682080	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.631770	0.003307	0.039911	0.883267	0.059194	0.011457	0.002864
0.227541	0.000652	0.001454	0.960320	0.030254	0.005856	0.001464
0.206579	0.000639	0.000576	0.956787	0.033814	0.006547	0.001637
0.171097	0.022327	0.018281	0.905315	0.043536	0.008433	0.002108
0.215441	0.549905	0.450095	0.000000	0.000000	0.000000	0.000000
0.519472	0.537245	0.462755	0.000000	0.000000	0.000000	0.000000
0.642981	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.690769	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.631819	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.641070	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.607496	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.640757	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.733550	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.684716	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.632318	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.581951	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.653798	0.000018	0.001530	0.579125	0.403182	0.000060	0.016086
0.242191	0.000003	0.000003	0.585810	0.406901	0.000058	0.007225
0.126895	0.000520	0.000425	0.571741	0.418889	0.000067	0.008358
0.190636	0.000247	0.000202	0.464088	0.524900	0.000084	0.010479
0.130241	0.549953	0.450033	0.000001	0.000012	0.000000	0.000000
0.489993	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.663289	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.666062	0.429358	0.570641	0.000000	0.000000	0.000000	0.000000
0.531096	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.667151	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.593297	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.648821	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.680531	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.638182	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.637300	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.675103	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.597931	0.001974	0.168176	0.481332	0.335099	0.000050	0.013370
0.318241	0.000015	0.000107	0.585013	0.406366	0.000156	0.008342
0.154056	0.002147	0.001760	0.544412	0.444323	0.000070	0.007288
0.217389	0.001960	0.001609	0.520583	0.466445	0.000091	0.009312
0.173943	0.549946	0.450045	0.000001	0.000008	0.000000	0.000000
0.493968	0.537245	0.462755	0.000000	0.000000	0.000000	0.000000
0.640243	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.622338	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.629885	0.097146	0.902853	0.000000	0.000000	0.000000	0.000000
0.541410	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.621527	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.647591	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.638380	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.660667	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.674524	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.564537	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.612292	0.003565	0.303816	0.401734	0.279684	0.000041	0.011159
0.325738	0.000023	0.000311	0.574255	0.415598	0.000249	0.009563
0.155408	0.001641	0.001352	0.567057	0.423431	0.000133	0.006386
0.206254	0.000194	0.000159	0.505657	0.485730	0.000169	0.008091
0.109666	0.549801	0.449906	0.000059	0.000231	0.000000	0.000004
0.433039	0.549213	0.450787	0.000000	0.000000	0.000000	0.000000
0.609922	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.683012	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.685677	0.097146	0.902853	0.000001	0.000000	0.000000	0.000000
0.524716	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.673875	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.638943	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.576610	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.636587	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.639721	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.635054	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.668876	0.011321	0.964718	0.013897	0.009675	0.000001	0.000386
0.404730	0.000003	0.000205	0.581473	0.401467	0.000817	0.016035
0.133597	0.000128	0.000106	0.608007	0.381092	0.000531	0.010137
0.177035	0.000069	0.000057	0.543256	0.444182	0.000619	0.011817
0.118591	0.001873	0.001533	0.462602	0.519443	0.000724	0.013826
0.156547	0.026688	0.021884	0.234974	0.696913	0.000975	0.018567
0.184544	0.005886	0.004975	0.154179	0.812116	0.001164	0.021680
0.146355	0.003566	0.003292	0.093684	0.874750	0.001256	0.023450
0.128633	0.027919	0.030199	0.052655	0.864574	0.001268	0.023385
0.211748	0.001276	0.026865	0.043566	0.900557	0.002791	0.024946
0.134325	0.002371	0.046435	0.018372	0.905441	0.001363	0.026018
0.134829	0.003689	0.076257	0.011154	0.879576	0.001458	0.027866
0.126221	0.189321	0.661637	0.001393	0.141458	0.000308	0.005883
0.275270	0.493739	0.506261	0.000000	0.000000	0.000000	0.000000
0.605760	0.481403	0.518597	0.000000	0.000000	0.000000	0.000000
0.650894	0.441514	0.558486	0.000000	0.000000	0.000000	0.0000001
0.629423	0.384599	0.615397	0.000004	0.000000	0.000000	0.000000
0.476385	0.000275	0.003323	0.919784	0.061692	0.011940	0.002985
0.157408	0.003295	0.003409	0.960031	0.026785	0.005185	0.001296
0.219043	0.002901	0.002425	0.955150	0.031823	0.006161	0.001540
0.178907	0.489600	0.400943	0.103630	0.004691	0.000909	0.000227
0.319419	0.543665	0.456335	0.000000	0.000000	0.000000	0.000000
0.670546	0.524164	0.475836	0.000000	0.000000	0.000000	0.000000
0.671846	0.499683	0.500317	0.000000	0.000000	0.000000	0.000000
0.645234	0.317176	0.682824	0.000000	0.000000	0.000000	0.000000
0.570035	0.000053	0.002581	0.579611	0.334176	0.068654	0.014925
0.160823	0.000021	0.000033	0.598300	0.363177	0.031600	0.006870
0.146644	0.000259	0.000213	0.593971	0.360363	0.037124	0.008071
0.159002	0.025784	0.021106	0.464000	0.434581	0.044791	0.009737
0.232165	0.549859	0.450141	0.000000	0.000000	0.000000	0.000000
0.590075	0.549285	0.450715	0.000000	0.000000	0.000000	0.000000
0.688791	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.660487	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.665126	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.649124	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.651662	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.628015	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.704619	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.718637	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.656288	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.567051	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.557539	0.000000	0.000007	0.580018	0.403804	0.000060	0.016111
0.152021	0.000002	0.000002	0.585817	0.406906	0.000058	0.007216
0.123448	0.000180	0.000148	0.572094	0.419148	0.000067	0.008364
0.167531	0.000601	0.000492	0.463788	0.524562	0.000084	0.010472
0.153254	0.549962	0.450038	0.000000	0.000000	0.000000	0.000000
0.611011	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.664438	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.595721	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.681446	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.697856	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.633199	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.653330	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.672846	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.580730	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.670294	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.656891	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.564354	0.000003	0.000296	0.579849	0.403686	0.000060	0.016106
0.213434	0.000002	0.000002	0.585816	0.406906	0.000058	0.007217
0.117899	0.000077	0.000063	0.572201	0.419227	0.000067	0.008365
0.147015	0.000475	0.000389	0.463894	0.524683	0.000084	0.010474
0.146177	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.641326	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.622691	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.671935	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.715345	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.682909	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.670521	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.651083	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.598455	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.706011	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.651536	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.566935	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.612323	0.000000	0.000002	0.580021	0.403806	0.000060	0.016111
0.136419	0.000014	0.000011	0.585804	0.406898	0.000058	0.007215
0.162067	0.000134	0.000110	0.572142	0.419183	0.000067	0.008364
0.163891	0.000559	0.000457	0.463824	0.524603	0.000084	0.010473
0.154375	0.008823	0.007223	0.108511	0.858157	0.000138	0.017149
0.164078	0.001516	0.001289	0.065042	0.913701	0.000155	0.018297
0.149846	0.000903	0.000845	0.037792	0.941369	0.000159	0.018931
0.131680	0.001146	0.001349	0.021798	0.956140	0.000167	0.019400
0.144976	0.000312	0.001536	0.013198	0.964764	0.000241	0.019950
0.125369	0.001918	0.005598	0.007309	0.964267	0.000166	0.020742
0.160798	0.004726	0.016898	0.004451	0.951355	0.000179	0.022392
0.160121	0.018337	0.071904	0.003012	0.880442	0.000209	0.026096
0.169747	0.500092	0.499908	0.000000	0.000000	0.000000	0.000000
0.657635	0.487241	0.512759	0.000000	0.000000	0.000000	0.0000002
0.644927	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.640247	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.650209	0.000036	0.000437	0.922727	0.061839	0.011969	0.002992
0.150501	0.000043	0.000037	0.962345	0.030254	0.005856	0.001464
0.160622	0.000118	0.000097	0.957747	0.033847	0.006553	0.001638
0.136978	0.020357	0.016659	0.908707	0.043697	0.008464	0.002116
0.217770	0.549978	0.450022	0.000000	0.000000	0.000000	0.000000
0.641514	0.537245	0.462755	0.000000	0.000000	0.000000	0.000000
0.593915	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.600583	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.690486	0.004620	0.042938	0.553450	0.319044	0.065671	0.014276
0.245219	0.000248	0.001698	0.607368	0.351360	0.032302	0.007022
0.191762	0.000073	0.000066	0.594168	0.360482	0.037138	0.008074
0.131314	0.001083	0.000886	0.485869	0.455063	0.046902	0.010196
0.155237	0.549969	0.450031	0.000000	0.000000	0.000000	0.000000
0.710652	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.632344	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.674975	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.737190	0.000003	0.000024	0.581070	0.334966	0.068948	0.014989
0.142612	0.000005	0.000004	0.598260	0.363157	0.031685	0.006888
0.152973	0.000175	0.000143	0.594062	0.360418	0.037130	0.008072
0.180662	0.002133	0.001747	0.484939	0.454192	0.046812	0.010177
0.197274	0.549965	0.450035	0.000000	0.000000	0.000000	0.000000
0.648392	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.589814	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.648883	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.692362	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.652837	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.611066	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.698196	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.599956	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.613324	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.742356	0.003930	0.996071	0.000000	0.000000	0.000000	0.000000
0.661729	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
